"","Sample","Pond","Date","Julianday","Time","OH_mg.L","Na_perc","PCPN","PCPP","PNPP","CharacteristicID","ResultValue"
"134","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","CO3_mg.L","0"
"135","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","FreeCO2_mg.L","1.1"
"136","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","POC_mg.L","0.3"
"137","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","NO3NO2_mg.L","L0.01"
"138","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","NH3_tot_mg.L","0.053"
"139","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","NH3_union_mg.L","0"
"140","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","TN_mg.L","1.14 "
"141","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","DN_mg.L","1.09"
"142","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","PN_mg.L","0.050 "
"143","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","F_diss_mg.L","0.08"
"144","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Alk_tot_mg.L","116"
"145","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Alk_p_mg.L","0"
"146","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","pH","8.3"
"147","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Hard_tot_mg.L","1188.8"
"148","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Hard_nonCO3_mg.L","1072.8"
"149","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Na_diss_mg.L","52.8"
"150","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Mg_diss_mg.L","199"
"151","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","SiO2_mg.L","2.19"
"152","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","P_diss_ortho_mg.L","0.011"
"153","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","P_tot_mg.L","0.069"
"154","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","P_diss_mg.L","0.057"
"155","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","P_part_mg.L","0.012"
"156","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","SO4_diss_mg.L","1155"
"157","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Cl_diss_mg.L","21.3"
"158","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","K_diss_mg.L","73.9"
"159","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Ca_diss_mg.L","148"
"160","930723","1B",1993-06-23,"174","14:30","0","8.2","7.0","64.5","9.2","Chla_mg.L","11.6"
"161","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","TDS_mg.L","1570 "
"162","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Cond_uS.cm","2020"
"163","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","TOC_mg.L","24.78"
"164","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","DOC_mg.L","23.6"
"165","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","HCO3_mg.L","118.2"
"166","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","CO3_mg.L","4.8"
"167","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","FreeCO2_mg.L","0.4"
"168","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","POC_mg.L","1.18"
"169","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","NO3NO2_mg.L","L0.01"
"170","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","NH3_tot_mg.L","0.062"
"171","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","NH3_union_mg.L","0.01"
"172","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","TN_mg.L","1.34 "
"173","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","DN_mg.L","1.1"
"174","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","PN_mg.L","0.241 "
"175","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","F_diss_mg.L","0.08"
"176","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Alk_tot_mg.L","105"
"177","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Alk_p_mg.L","4"
"178","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","pH","8.68"
"179","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Hard_tot_mg.L","1061.6"
"180","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Hard_nonCO3_mg.L","956.6"
"181","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Na_diss_mg.L","47.9"
"182","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Mg_diss_mg.L","179"
"183","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","SiO2_mg.L","0.67"
"184","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","P_diss_ortho_mg.L","L0.002"
"185","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","P_tot_mg.L","0.092"
"186","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","P_diss_mg.L","0.043"
"187","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","P_part_mg.L","0.049"
"188","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","SO4_diss_mg.L","1064"
"189","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Cl_diss_mg.L","17.8"
"190","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","K_diss_mg.L","66.8"
"191","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Ca_diss_mg.L","130"
"192","930761","1B",1993-07-08,"189","14:20","0","8.3","5.7","62.1","10.9","Chla_mg.L","23.7"
"193","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","TDS_mg.L","1633 "
"194","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Cond_uS.cm","2055"
"195","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","TOC_mg.L","27.61"
"196","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","DOC_mg.L","26.1"
"197","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","HCO3_mg.L","149.9"
"198","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","CO3_mg.L","0"
"199","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","FreeCO2_mg.L","1.74"
"200","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","POC_mg.L","1.51"
"201","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","NO3NO2_mg.L","L0.01"
"202","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","NH3_tot_mg.L","0.05"
"203","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","NH3_union_mg.L","0"
"204","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","TN_mg.L","1.42 "
"205","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","DN_mg.L","1.11"
"206","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","PN_mg.L","0.309 "
"207","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","F_diss_mg.L","0.08"
"208","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Alk_tot_mg.L","123"
"209","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Alk_p_mg.L","0"
"210","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","pH","8.13"
"211","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Hard_tot_mg.L","1112.1"
"212","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Hard_nonCO3_mg.L","989.1"
"213","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Na_diss_mg.L","51.3"
"214","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Mg_diss_mg.L","184"
"215","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","SiO2_mg.L","2.11"
"216","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","P_diss_ortho_mg.L","L0.002"
"217","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","P_tot_mg.L","0.067"
"218","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","P_diss_mg.L","0.038"
"219","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","P_part_mg.L","0.029"
"220","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","SO4_diss_mg.L","1087"
"221","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Cl_diss_mg.L","18.9"
"222","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","K_diss_mg.L","73.7"
"223","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Ca_diss_mg.L","142"
"224","930945","1B",1993-07-22,"203","18:00","0","8.5","5.7","134.3","23.6","Chla_mg.L","32.4"
"225","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","TDS_mg.L","1655 "
"226","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","Cond_uS.cm","2160"
"227","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","TOC_mg.L","28"
"228","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","DOC_mg.L","27.1"
"229","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","HCO3_mg.L","149.9"
"230","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","CO3_mg.L","0"
"231","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","FreeCO2_mg.L","3.67"
"232","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","POC_mg.L","0.903"
"233","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","NO3NO2_mg.L","L0.01"
"234","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","NH3_tot_mg.L","0.079"
"235","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","NH3_union_mg.L","0"
"236","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","TN_mg.L","1.51 "
"237","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","DN_mg.L","1.32"
"238","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","PN_mg.L","0.189 "
"239","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","F_diss_mg.L","0.09"
"240","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","Alk_tot_mg.L","123"
"241","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","Alk_p_mg.L","0"
"242","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","pH","7.81"
"243","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","Hard_tot_mg.L","1164.9"
"244","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","Hard_nonCO3_mg.L","1041.9"
"245","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","Na_diss_mg.L","66.9"
"246","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","Mg_diss_mg.L","195"
"247","930985","1B",1993-08-04,"216","12:45","0","10.4","5.6","89.6","16.1","SiO2_mg.L","1.4"
